measurementID,measurementType,measurementValue,measurementUnit,measurementDeterminedDate,measurementDeterminedBy,measurementMethod,measurementRemarks,eventID
BSD03S-20220427-S05,Bicarbonate,55,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD03S-20220427
BSD03S-20220427-S06,Total N,0.08,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD03S-20220427
BSD03S-20220427-S07,Assimilable K,168.8,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD03S-20220427
BSD03S-20220427-S08,Assimilable P,14.77,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD03S-20220427
BSD03S-20220427-S09,Soil Organic Matter,2.49,???,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD03S-20220427
BSD03S-20220427-S10,Ratio C:N,18.05,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD03S-20220427
BSD03S-20220427-S11,Sand,69.6,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD03S-20220427
BSD03S-20220427-S12,Slime,8.7,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD03S-20220427
BSD03S-20220427-S13,Clay,21.7,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD03S-20220427
BSD03S-20220427-S14,Field capacity,26.49,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD03S-20220427
BSD04S-20220427-S01,pH KCl,6.48,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD04S-20220427
BSD04S-20220427-S02,pH,7,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD04S-20220427
BSD04S-20220427-S03,Conductivity,146,microS/cm,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD04S-20220427
BSD04S-20220427-S04,Sulphate,3,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD04S-20220427
BSD04S-20220427-S05,Bicarbonate,78,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD04S-20220427
BSD04S-20220427-S06,Total N,0.05,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD04S-20220427
BSD04S-20220427-S07,Assimilable K,168.2,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD04S-20220427
BSD04S-20220427-S08,Assimilable P,9.31,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD04S-20220427
BSD04S-20220427-S09,Soil Organic Matter,1.27,???,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD04S-20220427
BSD04S-20220427-S10,Ratio C:N,14.73,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD04S-20220427
BSD04S-20220427-S11,Sand,67.1,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD04S-20220427
BSD04S-20220427-S12,Slime,8.2,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD04S-20220427
BSD04S-20220427-S13,Clay,24.7,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD04S-20220427
BSD04S-20220427-S14,Field capacity,21.71,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD04S-20220427
BSD05S-20220427-S01,pH KCl,6.28,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD05S-20220427
BSD05S-20220427-S02,pH,6.9,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD05S-20220427
BSD05S-20220427-S03,Conductivity,97,microS/cm,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD05S-20220427
BSD05S-20220427-S04,Sulphate,0,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD05S-20220427
BSD05S-20220427-S05,Bicarbonate,56,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD05S-20220427
BSD05S-20220427-S06,Total N,0.07,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD05S-20220427
BSD05S-20220427-S07,Assimilable K,91.2,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD05S-20220427
BSD05S-20220427-S08,Assimilable P,4.87,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD05S-20220427
BSD05S-20220427-S09,Soil Organic Matter,1.52,???,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD05S-20220427
BSD05S-20220427-S10,Ratio C:N,12.6,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD05S-20220427
BSD05S-20220427-S11,Sand,67.5,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD05S-20220427
BSD05S-20220427-S12,Slime,8.2,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD05S-20220427
BSD05S-20220427-S13,Clay,24.3,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD05S-20220427
BSD05S-20220427-S14,Field capacity,21.25,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD05S-20220427
BSD06S-20220427-S01,pH KCl,6.1,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD06S-20220427
BSD06S-20220427-S02,pH,6.8,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD06S-20220427
BSD06S-20220427-S03,Conductivity,117,microS/cm,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD06S-20220427
BSD06S-20220427-S04,Sulphate,6,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD06S-20220427
BSD06S-20220427-S05,Bicarbonate,62,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD06S-20220427
BSD06S-20220427-S06,Total N,0.05,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD06S-20220427
BSD06S-20220427-S07,Assimilable K,155.8,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD06S-20220427
BSD06S-20220427-S08,Assimilable P,8.43,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD06S-20220427
BSD06S-20220427-S09,Soil Organic Matter,1.24,???,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD06S-20220427
BSD06S-20220427-S10,Ratio C:N,14.39,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD06S-20220427
BSD06S-20220427-S11,Sand,67.8,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD06S-20220427
BSD06S-20220427-S12,Slime,12.1,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD06S-20220427
BSD06S-20220427-S13,Clay,20.1,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD06S-20220427
BSD06S-20220427-S14,Field capacity,22.04,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD06S-20220427
BSD07S-20220427-S01,pH KCl,5.49,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD07S-20220427
BSD07S-20220427-S02,pH,6.2,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD07S-20220427
BSD07S-20220427-S03,Conductivity,165,microS/cm,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD07S-20220427
BSD07S-20220427-S04,Sulphate,5,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD07S-20220427
BSD07S-20220427-S05,Bicarbonate,55,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD07S-20220427
BSD07S-20220427-S06,Total N,0.08,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD07S-20220427
BSD07S-20220427-S07,Assimilable K,121.76,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD07S-20220427
BSD07S-20220427-S08,Assimilable P,10.57,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD07S-20220427
BSD07S-20220427-S09,Soil Organic Matter,2.63,???,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD07S-20220427
BSD07S-20220427-S10,Ratio C:N,19.07,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD07S-20220427
BSD07S-20220427-S11,Sand,74.5,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD07S-20220427
BSD07S-20220427-S12,Slime,8.5,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD07S-20220427
BSD07S-20220427-S13,Clay,17,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD07S-20220427
BSD07S-20220427-S14,Field capacity,23.29,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD07S-20220427
BSD08S-20220427-S01,pH KCl,5.94,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD08S-20220427
BSD08S-20220427-S02,pH,6.7,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD08S-20220427
BSD08S-20220427-S03,Conductivity,124,microS/cm,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD08S-20220427
BSD08S-20220427-S04,Sulphate,7,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD08S-20220427
BSD08S-20220427-S05,Bicarbonate,54,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD08S-20220427
BSD08S-20220427-S06,Total N,0.04,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD08S-20220427
BSD08S-20220427-S07,Assimilable K,264.2,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD08S-20220427
BSD08S-20220427-S08,Assimilable P,14.56,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD08S-20220427
BSD08S-20220427-S09,Soil Organic Matter,1.03,???,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD08S-20220427
BSD08S-20220427-S10,Ratio C:N,14.94,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD08S-20220427
BSD08S-20220427-S11,Sand,77.2,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD08S-20220427
BSD08S-20220427-S12,Slime,4.5,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD08S-20220427
BSD08S-20220427-S13,Clay,18.3,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD08S-20220427
BSD08S-20220427-S14,Field capacity,20.78,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD08S-20220427
BSD09S-20220427-S01,pH KCl,6.18,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD09S-20220427
BSD09S-20220427-S02,pH,6.7,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD09S-20220427
BSD09S-20220427-S03,Conductivity,97,microS/cm,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD09S-20220427
BSD09S-20220427-S04,Sulphate,6,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD09S-20220427
BSD09S-20220427-S05,Bicarbonate,50,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD09S-20220427
BSD09S-20220427-S06,Total N,0.04,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD09S-20220427
BSD09S-20220427-S07,Assimilable K,119.8,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD09S-20220427
BSD09S-20220427-S08,Assimilable P,7.77,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD09S-20220427
BSD09S-20220427-S09,Soil Organic Matter,0.76,???,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD09S-20220427
BSD09S-20220427-S10,Ratio C:N,11.02,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD09S-20220427
BSD09S-20220427-S11,Sand,65.6,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD09S-20220427
BSD09S-20220427-S12,Slime,14.7,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD09S-20220427
BSD09S-20220427-S13,Clay,19.7,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD09S-20220427
BSD09S-20220427-S14,Field capacity,20.34,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD09S-20220427
BSD10S-20220427-S01,pH KCl,6.72,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD10S-20220427
BSD10S-20220427-S02,pH,7.3,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD10S-20220427
BSD10S-20220427-S03,Conductivity,186,microS/cm,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD10S-20220427
BSD10S-20220427-S04,Sulphate,7,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD10S-20220427
BSD10S-20220427-S05,Bicarbonate,99,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD10S-20220427
BSD10S-20220427-S06,Total N,0.05,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD10S-20220427
BSD10S-20220427-S07,Assimilable K,264.2,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD10S-20220427
BSD10S-20220427-S08,Assimilable P,10.31,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD10S-20220427
BSD10S-20220427-S09,Soil Organic Matter,1.12,???,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD10S-20220427
BSD10S-20220427-S10,Ratio C:N,12.99,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD10S-20220427
BSD10S-20220427-S11,Sand,63.6,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD10S-20220427
BSD10S-20220427-S12,Slime,13.6,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD10S-20220427
BSD10S-20220427-S13,Clay,22.8,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD10S-20220427
BSD10S-20220427-S14,Field capacity,21.17,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD10S-20220427
BSD11S-20220427-S01,pH KCl,6.54,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S02,pH,7.1,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S03,Conductivity,177,microS/cm,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S04,Sulphate,7,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S05,Bicarbonate,96,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S06,Total N,0.08,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S07,Assimilable K,228.2,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S08,Assimilable P,19.25,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S09,Soil Organic Matter,1.91,???,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S10,Ratio C:N,13.85,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S11,Sand,66.9,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S12,Slime,14.2,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S13,Clay,18.9,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S14,Field capacity,23.33,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD12S-20220427-S01,pH KCl,5.89,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S02,pH,6.7,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S03,Conductivity,128,microS/cm,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S04,Sulphate,8,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S05,Bicarbonate,55,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S06,Total N,0.05,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S07,Assimilable K,201,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S08,Assimilable P,19.2,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S09,Soil Organic Matter,1.61,???,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S10,Ratio C:N,18.68,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S11,Sand,62.7,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S12,Slime,14,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S13,Clay,23.3,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S14,Field capacity,23.07,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
